STT,Trích yếu,Số đến,Số ký hiệu,Ngày văn bản,Ngày đến,Đơn vị ban hành,Nội dung,Ngày hết hạn,Người xử lý cuối,Thời gian xử lý,Số hồ sơ,Mã hồ sơ,Ghi chú
4116,Các nội dung có liên quan theo Văn bản số 3143/TTTP-P2 ngày 15/8/2022 của Thanh tra thành phố Hà Nội,,346/BC-UBND,26/08/2022,05/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (05/09/2022), Khuất Hữu Tuấn (05/09/2022), Nguyễn Văn Tập (05/09/2022), Đặng Hoàng Giang (05/09/2022), Tô Quang Tuyển (05/09/2022), Hoàng Mạnh Tuấn QLDT (05/09/2022), Vũ Hữu Dũng (05/09/2022)",,,,,,
4104,Lấy ý kiến thẩm định báo cáo đề xuất chủ trương đầu tư dự án lĩnh vực văn hóa - thể thao,,148/TCKH,26/08/2022,26/08/2022,Phòng Tài chính - Kế hoạch,"Phòng Quản lý đô thị (26/08/2022), Khuất Hữu Tuấn (26/08/2022), Nguyễn Văn Tập (27/08/2022), Nguyễn Nhã Đức (27/08/2022)",,,,,,
4112,V/v thực hiện đăng ký xác thực định danh điện tử,,1230/UBND-NV,29/08/2022,31/08/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (31/08/2022), Khuất Hữu Tuấn (31/08/2022), Đặng Hoàng Giang (31/08/2022), Nguyễn Văn Tập (31/08/2022), Hoàng Mạnh Tuấn QLDT (31/08/2022), Nguyễn Nhã Đức (31/08/2022), Tô Quang Tuyển (31/08/2022), Vũ Hữu Dũng (31/08/2022)",,,,,,
4154,"Báo cáo hoàn thành thi công xây dựng công trình xây dựng: Cải tạo sửa chữa các trường mầm non, THCS Phúc Hòa; trường mầm non và tiểu học Vân Hà",,398/BC-PGDĐT,29/08/2022,13/09/2022,Phòng Giáo dục và đào tạo,"Khuất Hữu Tuấn (13/09/2022), Nguyễn Văn Tập (13/09/2022), Nguyễn Nhã Đức (13/09/2022)",,,,,,
4151,"V/v phê duyệt chủ trương đầu tư xây dựng công trình: sửa chữa công trình thủy lợi trên địa bàn các xã Xuân Đình, Phúc Hòa, Ngọc Tảo, Tam Thuấn và Thị trấn Phúc Thọ",,3279/QĐ-UBND,29/08/2022,12/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Nguyễn Văn Tập (12/09/2022), Nguyễn Nhã Đức (12/09/2022)",,,,,,
4152,"V/v phê duyệt chủ trương đầu tư xây dựng công trình: sửa chữa công trình thủy lợi trên địa bàn các xã Vong Xuyên, Hát Môn, Tích Giang, Trạch Mỹ Lộc, Sen Phương huyện Phúc Thọ",,3278/QĐ-UBND,29/08/2022,12/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Nguyễn Văn Tập (12/09/2022), Nguyễn Nhã Đức (12/09/2022)",,,,,,
4113,"Hướng dẫn triển khai thực hiện đợt sinh hoạt chính trị, tư tưởng về nội dung tác phẩm của đồng chí Tổng Bí thư",,05-HD/HU,30/08/2022,31/08/2022,Huyện ủy Phúc Thọ,"Khuất Hữu Tuấn (31/08/2022), Nguyễn Văn Tập (04/09/2022), Đặng Hoàng Giang (04/09/2022), Tô Quang Tuyển (04/09/2022)",,,,,,
4114,Đăng ký dự án vào Kế hoạch sử dụng đất năm 2023 huyện Phúc Thọ,,619/TB-UBND,30/08/2022,05/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (05/09/2022), Khuất Hữu Tuấn (05/09/2022), Nguyễn Văn Tập (05/09/2022), Đặng Hoàng Giang (05/09/2022), Hoàng Mạnh Tuấn QLDT (05/09/2022), Nguyễn Nhã Đức (05/09/2022), Vũ Hữu Dũng (05/09/2022), Tô Quang Tuyển (05/09/2022)",,,,,,
4111,"Báo cáo tình hình, tư tưởng, dư luận xã hội trên địa bàn huyện Phúc Thọ tháng 8 năm 2022",,157-BC/BTG,30/08/2022,30/08/2022,Ban Tuyên giáo Huyện ủy,"Khuất Hữu Tuấn (30/08/2022), Đặng Hoàng Giang (31/08/2022), Tô Quang Tuyển (31/08/2022), Nguyễn Văn Tập (31/08/2022)",,,,,,
4906,"V/v rà soát bộ máy nhân sự quản lý về quy hoạch, kiến trúc tại huyện Phúc Thọ",,1237/UBND-QLĐT,30/08/2022,05/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (05/09/2022), Khuất Hữu Tuấn (05/09/2022), Nguyễn Văn Tập (05/09/2022), Đặng Hoàng Giang (05/09/2022), Tô Quang Tuyển (05/09/2022)",,,,,,
4907,"V/v góp ý dự thảo đề án ""Xây dựng và quản lý khai thác, bảo trì hệ thống kết cấu hạ tầng giao thông đáp ứng yêu cầu của cuộc Cách mạng công nghiệp lần thứ tư""",,1243/UBND-QLĐT,30/08/2022,05/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (05/09/2022), Khuất Hữu Tuấn (05/09/2022), Đặng Hoàng Giang (05/09/2022), Hoàng Mạnh Tuấn QLDT (05/09/2022), Vũ Hữu Dũng (05/09/2022)",,,,,,
4115,"Vv báo cáo kết quả thực hiện nhiệm vụ CCHC, kiểm soát TTHC PAPI, SIPAS",,1252/UBND-NV,31/08/2022,05/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (05/09/2022), Khuất Hữu Tuấn (05/09/2022), Nguyễn Lan Anh (05/09/2022)",,,,,,
4472,"Tờ trình thẩm định,phê duyệt báo cáo kinh tế kỹ thuật đầu tư xây dựng dự án: Nâng cấp, cải tạo ao thôn 5, thôn 9 xã Liên Hiệp (đ/c Giang + Tuấn) _hồ sơ hoàn thiện nhập sở",,76/TTR-UBND,31/08/2022,22/11/2022,UBND xã Liên Hiệp,"Khuất Hữu Tuấn (22/11/2022), Nguyễn Văn Tập (22/11/2022), Hoàng Mạnh Tuấn QLDT (22/11/2022)",,,,,,
4919,V/v phê duyệt dự án nâng cấp Trung tâm Văn hóa thông tin và thể thao huyện Phúc Thọ,,3304/QĐ-UBND,31/08/2022,20/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (20/09/2022), Khuất Hữu Tuấn (20/09/2022), Nguyễn Văn Tập (20/09/2022), Nguyễn Nhã Đức (20/09/2022)",,,,,,
4180,V/v phê duyệt điều chỉnh dự án xây dựng HTKT đấu giá khu Dộc Tranh xã Trạch Mỹ Lộc giai đoạn 2,,3305/QĐ-UBND,31/08/2022,20/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (20/09/2022), Khuất Hữu Tuấn (20/09/2022), Nguyễn Văn Tập (20/09/2022), Nguyễn Nhã Đức (20/09/2022)",,,,,,
4149,"V/v thực hiện quản lý, sử dụng tài sản kết cấu hạ tầng giai thông đường bộ",,1257/UBND-TCKH,31/08/2022,12/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Nguyễn Văn Tập (13/09/2022), Đặng Hoàng Giang (13/09/2022), Hoàng Mạnh Tuấn QLDT (13/09/2022), Vũ Hữu Dũng (13/09/2022), Tô Quang Tuyển (13/09/2022)",,,,,,
191,V/v thông báo kết quả thẩm định Báo cáo kinh tế kỹ thuật đầu tư xây dựng công trình: Cải tạo nâng cấp đường giao thông liên thôn Vân Lôi - Mỹ Giang xã Trạch Mỹ Lộc.,,165/QLĐT-TĐ,31/08/2022,,Quản lý đô thị,,,,,,,
4150,Hướng dẫn xây dựng dự toán ngân sách nhà nước năm 2023,,151/TCKH,31/08/2022,12/09/2022,Phòng Tài chính - Kế hoạch,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Tô Quang Tuyển (14/09/2022)",,,,,,
4198,"Tờ trình thẩm định, phê duyệt điều chỉnh dự án Tu bổ, tôn tạo Quán Bà và ffinhf Bách Lộc xã Thọ Lộc",,350/TTR-UBND,01/09/2022,27/09/2022,Ban Quản lý dự án đầu tư xây dựng huyện,"Khuất Hữu Tuấn (27/09/2022), Nguyễn Văn Tập (27/09/2022), Nguyễn Nhã Đức (27/09/2022)",,,,,,
4147,"Kết quả đánh giá công tác tháng 8/2022 đối với Thủ trưởng các cơ quan, đơn vị thuộc UBND huyện",,625/TB-UBND,01/09/2022,12/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Nguyễn Văn Tập (13/09/2022), Đặng Hoàng Giang (13/09/2022), Nguyễn Lan Anh (13/09/2022)",,,,,,
4131,Vv đề nghị chặt một số cây xanh trên địa bàn xã Tam hiệp,,63/UBND,05/09/2022,08/09/2022,UBND xã Tam Hiệp,"Khuất Hữu Tuấn (08/09/2022), Đặng Hoàng Giang (08/09/2022), Tô Quang Tuyển (08/09/2022)",,,,,,
4120,GM làm việc xin ý kiến Dự án cây xăng Hiệp Thuận,,647/GM-TNMT,05/09/2022,05/09/2022,Phòng Tài nguyên & Môi trường,"Phòng Quản lý đô thị (05/09/2022), Khuất Hữu Tuấn (05/09/2022), Tô Quang Tuyển (05/09/2022)",,,,,,
4121,"về việc cung cấp thông tin về gửi nhận văn bản điện tử và xử lý văn bản, hồ sơ trên môi trường mạng",,123/VP,05/09/2022,05/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (05/09/2022), Khuất Hữu Tuấn (05/09/2022), Nguyễn Lan Anh (05/09/2022)",,,,,,
4908,"V/v phê duyệt báo cáo kinh tế - kỹ thuật đầu tư xây dựng dự án: Nâng cấp, cải tạo rãnh thoát nước xã Vân Nam Giai đoạn 1",,3320/QĐ-UBND,06/09/2022,08/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (08/09/2022), Khuất Hữu Tuấn (08/09/2022), Đặng Hoàng Giang (08/09/2022), Hoàng Mạnh Tuấn QLDT (08/09/2022), Vũ Hữu Dũng (08/09/2022)",,,,,,
4127,Đơn đề nghị cấp giấy phép phép xây dựng nhà ở riêng lẻ cho ông Trương Văn Quân. Địa chỉ xây dựng: khu cát hạ xã Tam Thuấn,,000.00.69.H26.220906-0001,06/09/2022,06/09/2022,,"Khuất Hữu Tuấn (07/09/2022), Nguyễn Văn Tập (07/09/2022), Tô Quang Tuyển (07/09/2022)",,,,,,
4126,Đơn đề nghị cấp giấy phép phép xây dựng nhà ở riêng lẻ cho ong Phan Đình Thành. Địa chỉ xay dựng: khu cát hạ xã Tam Thuấn,,000.00.69.H26.220906-0002,06/09/2022,06/09/2022,,"Khuất Hữu Tuấn (07/09/2022), Nguyễn Văn Tập (07/09/2022), Tô Quang Tuyển (07/09/2022)",,,,,,
4125,"V/v chuẩn bị nội dung phục vụ tiếp xúc cử tri trước kỳ họp thứ Tư, quốc hội khóa XV",,1264/UBND-VP,06/09/2022,06/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (06/09/2022), Khuất Hữu Tuấn (06/09/2022), Nguyễn Văn Tập (07/09/2022), Nguyễn Lan Anh (07/09/2022)",,,,,,
4909,V/v phê duyệt điều chỉnh báo cáo kinh tế - kỹ thuật đầu tư xây dựng dự án: kiên cố hóa đường giao thông trục chính nội đồng vùng bãi xã Hát Môn,,3319/QĐ-UBND,06/09/2022,12/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Hoàng Mạnh Tuấn QLDT (12/09/2022)",,,,,,
4129,Tờ trình đề nghị thẩm định báo cáo kinh tế kỹ thuật công trình: Di chuyển hoàn trả đường dây trung thế nằm trong chỉ giới GPMB xây dựng trưởng mầm non Tam Hiệp B,,225/TTR-PTQĐ,07/09/2022,07/09/2022,Trung tâm phát triển quỹ đất,"Khuất Hữu Tuấn (07/09/2022), Nguyễn Văn Tập (08/09/2022), Nguyễn Nhã Đức (08/09/2022)",,,,,,
4128,Tờ trình đề nghị thẩm định giá trị tài sản trên đất nằm trong phạm vi thu hồi đất phục vụ công tác GPMB dự án: Trường mầm non xã Phụng Thượng,,224/TTR-PTQĐ,07/09/2022,07/09/2022,Trung tâm phát triển quỹ đất,"Khuất Hữu Tuấn (07/09/2022), Nguyễn Văn Tập (07/09/2022), Nguyễn Nhã Đức (07/09/2022)",,,,,,
4135,Lấy ý kiến thẩm định báo cáo đề xuất chủ trương đầu tư dự án (trang thiết bị BCCC cho các trường học công lập trên địa bàn huyện),,154/TCKH,07/09/2022,08/09/2022,Phòng Tài chính - Kế hoạch,"Phòng Quản lý đô thị (08/09/2022), Khuất Hữu Tuấn (08/09/2022), Nguyễn Văn Tập (08/09/2022), Nguyễn Nhã Đức (08/09/2022)",,,,,,
4136,Về việc sử dụng đất Bãi nổi sông Hồng trên địa bàn xã Xuân Đình,,60/BC-UBND,07/09/2022,08/09/2022,Xã Xuân Đình,"Phòng Quản lý đô thị (08/09/2022), Khuất Hữu Tuấn (08/09/2022), Nguyễn Văn Tập (08/09/2022), Tô Quang Tuyển (08/09/2022)",,,,,,
4225,"Tờ trình đề nghị thẩm định, phê duyệt điều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng dự án Cải tạo, nâng cấp đường giao thông, rãnh thoát nước trong khu dân cư xã Thanh Đa giai đoạn 2 (đ/c Giang + Dũng - dự án đã giao, đang hoàn thiện nên nhập sổ)",,61/TTR-UBND,07/09/2022,04/10/2022,UBND xã Thanh Đa,"Khuất Hữu Tuấn (04/10/2022), Đặng Hoàng Giang (04/10/2022), Vũ Hữu Dũng (04/10/2022)",,,,,,
4130,"V/v di chuyển địa điểm làm việc của các cơ quan thuộc HU, HĐND, UBND huyện để thực hiện công trình: nâng cấp, cải tạo trụ sở Huyện ủy, HĐND, UBND huyện Phúc Thọ",,1268/TTr-UBND,07/09/2022,08/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (08/09/2022), Khuất Hữu Tuấn (08/09/2022), Nguyễn Văn Tập (08/09/2022), Đặng Hoàng Giang (08/09/2022), Hoàng Mạnh Tuấn QLDT (08/09/2022), Nguyễn Nhã Đức (08/09/2022), Vũ Hữu Dũng (08/09/2022), Tô Quang Tuyển (08/09/2022)",,,,,,
4910,"Giấy phép đào hè, đường phục vụ thi công dự án xây dựng mạng lưới đường ống cấp nước thôn 4,5,6,7 xã Phúc Hòa",,1274/GP-UBND,08/09/2022,12/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Nguyễn Văn Tập (12/09/2022), Vũ Hữu Dũng (12/09/2022), Tô Quang Tuyển (12/09/2022)",,,,,,
5067,"v/v xác nhận đã hoàn thành công tác GPMB công trình xây dựng HTKT đấu giá QSD đất xen kẹt tại khu Trường Yên xã Long Xuyên, huyện Phúc Thọ",,1276/UBND-QLĐT,08/09/2022,30/12/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (03/02/2023), Khuất Hữu Tuấn (03/02/2023), Nguyễn Văn Tập (03/02/2023), Hoàng Mạnh Tuấn QLDT (03/02/2023)",,,,,,
4155,Vv giải quyết đơn của ông Khuất Hữu Khôi trú tại xã Thọ Lộc về việc dề nghị đầy nhanh việc thi công công trình Nhà văn hóa thôn Bướm xã Thọ Lộc,,282/BTCD,08/09/2022,13/09/2022,Ban tiếp công dân,"Khuất Hữu Tuấn (13/09/2022), Nguyễn Văn Tập (13/09/2022)",,,,,,
4148,Vv cam kết giải ngân vốn đầu tư công năm 2022,,1277/UBND-TCKH,08/09/2022,12/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Nguyễn Văn Tập (13/09/2022), Đặng Hoàng Giang (13/09/2022), Nguyễn Nhã Đức (13/09/2022), Hoàng Mạnh Tuấn QLDT (13/09/2022), Vũ Hữu Dũng (13/09/2022), Tô Quang Tuyển (13/09/2022)",,,,,,
4142,"V/v kiểm tra công tác văn thư, lưu trữ",,1278/UBND-NV,08/09/2022,12/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Nguyễn Văn Tập (12/09/2022), Nguyễn Lan Anh (12/09/2022)",,,,,,
4133,"Tờ trình về việc phê duyệt điều chỉnh cục bộ quy hoạch chung xây dựng xã Thượng Cốc, Hát Môn, Hiệp Thuận, Liên Hiệp, Long Xuyên, Ngọc Tảo, Phúc Hòa, Phung Thượng, Tam Hiệp, Tam Thuấn, Thanh Đa, Thọ Lộc, Vân Nam, Trạch Mỹ Lộc, Tích Giang",,337/TTR-BQLDA,08/09/2022,08/09/2022,Ban Quản lý dự án đầu tư xây dựng huyện,"Khuất Hữu Tuấn (08/09/2022), Nguyễn Văn Tập (08/09/2022), Tô Quang Tuyển (08/09/2022), Vũ Hữu Dũng (08/09/2022)",,,,,,
4132,"Tờ trình đề nghị thẩm định, phê duyệt báo cao kinh tế kỹ thuật đầu tư xây dựng dự án cải tạo, nâng cấp đường giao thông nội đồng xã Phụng Thượng (giai đoạn 1) - đ/c Giang PTP + đ/c Dũng",,53/TTR-UBND,08/09/2022,08/09/2022,UBND xã Phụng Thượng,"Khuất Hữu Tuấn (08/09/2022), Đặng Hoàng Giang (08/09/2022), Vũ Hữu Dũng (08/09/2022)",,,,,,
4157,"Tờ trình đề nghị thẩm định, phê duyệt quy hoạch chi tiết xây dựng hạ tầng kỹ thuật đấu giá quyền sử dụng đất khu đồng Cá xã Phúc Hòa, tỷ lệ 1/500",,230/TTR-TTPTQĐ,08/09/2022,14/09/2022,Trung tâm phát triển quỹ đất,"Khuất Hữu Tuấn (14/09/2022), Nguyễn Văn Tập (14/09/2022), Tô Quang Tuyển (14/09/2022)",,,,,,
4146,V/v báo cáo kết quả thực hiện nhiệm vụ tháng 9 và 9 tháng đầu năm; phương hướng nhiệm vụ tháng 10 và 3 tháng cuối năm 2022,,1275/UBND-VP,08/09/2022,12/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Đặng Hoàng Giang (12/09/2022), Nguyễn Văn Tập (12/09/2022), Tô Quang Tuyển (12/09/2022)",,,,,,
4139,"Tờ trình về việc đề nghị thẩm định, phê duyệt báo cáo KTKT đầu tư xây dựng công trình: Sửa chữa công trình thủy lợi trên địa bàn các xã Xuân Đình, Phúc Hòa, Ngọc Tảo, Tam Thuấn và thị trấn Phúc Thọ.",,327/TTR-KT,09/09/2022,09/09/2022,Phòng Kinh tế,"Khuất Hữu Tuấn (12/09/2022), Nguyễn Văn Tập (12/09/2022), Nguyễn Nhã Đức (12/09/2022)",,,,,,
4137,"Tờ trình về việc đề nghị thẩm định, phê duyệt báo cáo KTKT đầu tư xây dựng công trình: Sửa chữa các công trình thủy lợi phục vụ sản xuất nông nghiệp trên địa bàn xã Tích Giang",,325/TTR-KT,09/09/2022,09/09/2022,Phòng Kinh tế,"Khuất Hữu Tuấn (09/09/2022), Nguyễn Văn Tập (09/09/2022), Nguyễn Nhã Đức (09/09/2022)",,,,,,
4138,"Tờ trình về việc đề nghị thẩm định, chấp thuận tổng mặt bằng dự án Trung tâm văn hóa - thể thao xã Hát Môn",,340/TTR-BQLDA,09/09/2022,09/09/2022,Ban Quản lý dự án đầu tư xây dựng huyện,"Khuất Hữu Tuấn (09/09/2022), Nguyễn Văn Tập (09/09/2022)",,,,,,
4140,"Tờ trình về việc đề nghị thẩm định, phê duyệt báo cáo KTKT đầu tư xây dựng công trình: Tờ trình về việc đề nghị thẩm định, phê duyệt báo cáo KTKT đầu tư xây dựng công trình: Sửa chữa công trình thủy lợi trên địa bàn các xã Võng Xuyên, Hát Môn, Tích Giang, Trạch Mỹ Lộc, Sen Phương huyện Phúc Thọ",,326/TTR-KT,09/09/2022,09/09/2022,Phòng Kinh tế,"Khuất Hữu Tuấn (12/09/2022), Nguyễn Văn Tập (12/09/2022), Nguyễn Nhã Đức (12/09/2022)",,,,,,
4141,"V/v báo cáo kết quả giải quyết các ý kiến, kiến nghị của cử tri trước kỳ họp thứ 8 HĐND huyện khóa XX, nhiệm kỳ 2021 - 2026",,1281/UBND-VP,09/09/2022,12/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Nguyễn Văn Tập (13/09/2022), Đặng Hoàng Giang (13/09/2022), Nguyễn Lan Anh (13/09/2022)",,,,,,
4144,V/v phê duyệt công chức đến làm việc tại bộ phận Tiếp nhận hồ sơ và trả kết quả giải quyết thủ tục hành chính huyện Phúc Thọ (Tô Quang Tuyển),,3392/QĐ-UBND,09/09/2022,12/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Nguyễn Văn Tập (12/09/2022), Tô Quang Tuyển (12/09/2022), Đặng Hoàng Giang (12/09/2022)",,,,,,
4145,"Tạo bước chuyển mạnh về kỷ luật, kỷ cương, ý thức trách nhiệm, chất lượng và hiệu quả phục vụ doanh nghiệp và nhân dân của đội ngũ cán bộ, công chức, viên chức",,357/BC-UBND,09/09/2022,12/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Nguyễn Văn Tập (12/09/2022), Đặng Hoàng Giang (12/09/2022)",,,,,,
4179,"V/v nâng bậc lương thường xuyên đối với cán bộ, công chức, viên chức ông Đặng Hoàng Giang, Phó trưởng phòng QLĐT huyện lên bậc 5, hệ số 3,66 từ ngày 01/9/2022",,3411/QĐ-UBND,12/09/2022,19/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (19/09/2022), Khuất Hữu Tuấn (19/09/2022), Đặng Hoàng Giang (19/09/2022), Tô Quang Tuyển (19/09/2022)",,,,,,
4912,"V/v phê duyệt báo cáo KT-KT đầu tư xây dựng dự án: sửa chữa công trình thủy lợi trên địa bàn các xã Xuân Đình, Phúc Hòa, Ngọc Tảo, Tam Thuấn và Thị trấn Phúc Thọ",,3417/QĐ-UBND,12/09/2022,13/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (13/09/2022), Khuất Hữu Tuấn (13/09/2022), Nguyễn Văn Tập (13/09/2022), Nguyễn Nhã Đức (13/09/2022)",,,,,,
4187,"Báo cáo hoàn thành thi công xây dựng công trình: Cải tạo, nâng cấp đường giao thông từ cụm 6 đi trường THPT Phúc Thọ",,363/BC-BQLDA,12/09/2022,21/09/2022,Ban quản lý dự án và đầu tư xây dựng,"Phòng Quản lý đô thị (21/09/2022), Khuất Hữu Tuấn (21/09/2022), Đặng Hoàng Giang (22/09/2022), Vũ Hữu Dũng (22/09/2022)",,,,,,
4913,"V/v phê duyệt báo cáo KT-KT đầu tư xây dựng dự án: sửa chữa công trình thủy lợi trên địa bàn các xã Võng Xuyên, Hát Môn, Tích Giang, Trạch Mỹ Lộc, Sen Phương",,3416/QĐ-UBND,12/09/2022,13/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (13/09/2022), Khuất Hữu Tuấn (13/09/2022), Nguyễn Văn Tập (13/09/2022), Nguyễn Nhã Đức (13/09/2022)",,,,,,
192,nghị quyết ,,21.2022/NĐ-HĐND,12/09/2022,,HĐND thành phố Hà Nội,,,,,,,Lan anh lưu
193,"phê duyệt điều chỉnh cục bộ quy hoạch chung xây dựng xã Thượng Cốc, Hát Môn, Hiệp Thuận, Liên Hiệp, Long Xuyên, Ngọc Tảo, Phúc Hòa, Phụng Thượng, Tam Hiệp, Tam Thuấn, Thanh Đa, Thọ Lộc, Vân Nam, Trạch Mỹ Lộc và Tích Giang",,3418/QĐ-UBND,12/09/2022,,UBND huyện Phúc Thọ,,,,,,,
4143,Lấy ý kiến thẩm định báo cáo đề xuất chủ trương đầu tư dự án (Các file dự án gửi qua gmail) - Trường học,,155/TCKH,12/09/2022,12/09/2022,Phòng Tài chính - Kế hoạch,"Phòng Quản lý đô thị (12/09/2022), Khuất Hữu Tuấn (12/09/2022), Nguyễn Văn Tập (12/09/2022), Nguyễn Nhã Đức (12/09/2022)",,,,,,
4918,"Phê duyệt điều chỉnh cục bộ quy hoạch chung xây dựng các xã Thượng Cốc, Hát Môn, Hiệp Thuận Liên Hiệp Long Xuyên, Ngọc tảo, Phúc Hòa, Phụng Thượng, Tam hiệp, Tam Thuấn, Thanh Đa, Thọ Lộc, Vân Nam, Trạch Mỹ Lộc và Tích Giang, Địa Điểm: huyện Phúc Thọ, thành phố Hà Nội",,3418/QĐ-UBND,12/09/2022,19/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (19/09/2022), Khuất Hữu Tuấn (19/09/2022), Nguyễn Văn Tập (19/09/2022), Đặng Hoàng Giang (19/09/2022), Nguyễn Nhã Đức (19/09/2022), Hoàng Mạnh Tuấn QLDT (19/09/2022), Tô Quang Tuyển (19/09/2022), Vũ Hữu Dũng (19/09/2022)",,,,,,
4317,"Tờ trình đề nghị thẩm định, phê duyệt báo cáo kinh tế kỹ thuật đầu tư xây dựng báo cáo kinh tế kỹ thuật công trình Nâng cấp, cải tạo hồ thanh niên xã Hiệp Thuận (đ/c Giang + Tuấn)",,73/TTR-UBND,12/09/2022,25/10/2022,UBND xã Hiệp Thuán,"Khuất Hữu Tuấn (25/10/2022), Đặng Hoàng Giang (25/10/2022), Hoàng Mạnh Tuấn QLDT (25/10/2022)",,,,,,
4167,Tờ trình thẩm định thiết kế bản vẽ thi công dự án Trường mầm non Xuân Phú xã Xuân Đình,,343/TTR-BQLDA,12/09/2022,16/09/2022,Ban quản lý dự án và đầu tư xây dựng,"Khuất Hữu Tuấn (16/09/2022), Nguyễn Văn Tập (16/09/2022), Nguyễn Nhã Đức (16/09/2022)",,,,,,
4916,"V/v phê duyệt nhiệm vụ quy hoạch chi tiết xây dựng hạ tầng kỹ thuật đấu giá QSD đất khu Đồng Cá, xã Phúc Hòa, tỷ lệ 1/500 (điểm dân cư nông thôn tại khu Đồng Cá, xã Phúc Hòa) địa điểm: xã Phúc Hòa, huyện Phúc Thọ",,3442/QĐ-UBND,13/09/2022,16/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (16/09/2022), Khuất Hữu Tuấn (16/09/2022), Nguyễn Văn Tập (16/09/2022), Tô Quang Tuyển (16/09/2022)",,,,,,
4169,"V/v thanh lý tài sản công nhà để xe máy và sân cầu lông do Văn phòng HĐND&BND huyện Phúc Thọ quản lý, sử dụng",,3441/QĐ-UBND,13/09/2022,16/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (16/09/2022), Khuất Hữu Tuấn (16/09/2022), Nguyễn Văn Tập (16/09/2022), Tô Quang Tuyển (16/09/2022)",,,,,,
4176,"Tờ trình thẩm định, phê duyệt báo cáo kinh tế kỹ thuật dự án Cải tạo sửa chữa nhà lớp học A, nhà lớp học B, mái che sân trường Trung taam GDNN- GDTX cơ sở thị trấn Phúc Thọ",,116/TTR-GDNN&GDTX,13/09/2022,19/09/2022,Trung tâm giáo dục nghề nghiệp và giáo dục thường xuyên,"Khuất Hữu Tuấn (19/09/2022), Nguyễn Văn Tập (19/09/2022), Nguyễn Nhã Đức (19/09/2022)",,,,,,
4170,"V/v sửa chữa địa điểm làm việc tạm thời trong thời gian thi công xây dựng dự án nâng cấp, cải tạo trụ sở Huyện ủy, HĐND, UBND huyện",,1301/UBND-TCKH,13/09/2022,16/09/2022,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (16/09/2022), Khuất Hữu Tuấn (16/09/2022), Nguyễn Văn Tập (16/09/2022), Nguyễn Nhã Đức (16/09/2022)",,,,,,
